Straßenschlüssel;Straßenname;Stadtteilnummer;Stadtteilname;Postleitzahl;Stimmbezirk;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlbezirk;ungerade Hausnummer von;ungerade Hausnummer bis;gerade Hausnummer von;gerade Hausnummer bis
3599;Leinsamenweg;305;Müngersdorf;50933;30507;94;14;20;1;59;2;102a
3599;Leinsamenweg;305;Müngersdorf;50933;30506;94;14;20;67;83a;104;142
1985;Leipziger Platz;501;Nippes;50733;50117;95;15;32;3;13;;
5059;Leipziger Str.;307;Weiden;50858;30712;94;14;21;1;13;;
5059;Leipziger Str.;307;Weiden;50858;30713;94;14;20;;;8;22
1986;Lemgoer Str.;807;Brück;51109;80708;93;17;41;1;23;2;22
1987;Lenauplatz;402;Neuehrenfeld;50825;40212;95;15;23;3;7;6;8
1987;Lenauplatz;402;Neuehrenfeld;50825;40213;95;15;23;9;11;10;12
1988;Lenaustr.;402;Neuehrenfeld;50825;40213;95;15;23;1;17;;
1988;Lenaustr.;402;Neuehrenfeld;50825;40212;95;15;23;;;10;18
5060;Lenaustr. (Junkersdorf);307;Weiden;50858;30703;94;14;20;1;15;2;18
1989;Lenbachstr.;501;Nippes;50733;50101;95;15;32;3;13;2;12
1990;Lenneper Str.;105;Deutz;50679;10501;93;18;6;;;;
3814;Lennéplatz;503;Riehl;50735;50311;95;16;33;;;;
1992;Lentstr.;104;Neustadt/Nord;50668;10418;93;18;5;1;3;4;30
3649;Leo-Amann-Park;401;Ehrenfeld;50825;40119;95;15;24;;;;
6071;Leo-Kowalski-Str.;308;Lövenich;50859;30807;94;14;21;5;39;8;72
5062;Leonberger Str.;706;Porz;51145;70602;93;17;8;1;11;2;24
5063;Leonhardsgasse;309;Widdersdorf;50859;30903;94;14;21;1;59;2;36
1993;Leonhard-Tietz-Str.;101;Altstadt/Süd;50676;10119;94;13;1;1;3;4;10
5064;Leonorenweg;703;Ensen;51149;70306;93;17;7;1;15;2;50
1994;Leopold-Gmelin-Str.;909;Flittard;51061;90905;101;19;37;;;2;10
1994;Leopold-Gmelin-Str.;909;Flittard;51061;90906;101;19;37;7;37;12;108
1995;Leostr.;401;Ehrenfeld;50823;40114;95;15;22;1;25a;14;36
1995;Leostr.;401;Ehrenfeld;50823;40115;95;15;22;27;41;38;56
1995;Leostr.;401;Ehrenfeld;50823;40112;95;15;22;49;77;;
1995;Leostr.;401;Ehrenfeld;50823;40113;95;15;22;;;58;86
5065;Leostr. (Eil);705;Eil;51145;70501;93;17;8;1;51;2;54
3723;Lerchenspornweg;608;Volkhoven/Weiler;50765;60803;95;16;26;9;37;;
1996;Lerchenweg;405;Bocklemünd/Mengenich;50829;40503;95;15;25;11;51a;2;54
5066;Lerchenweg (Ensen);703;Ensen;51149;70301;93;17;7;1;3;2;8
5067;Lerchenweg (Rondorf);206;Rondorf;50997;20610;94;13;15;1;21a;2;8
5067;Lerchenweg (Rondorf);206;Rondorf;50997;20609;94;13;15;;;14;18
5069;Lerschstr.;307;Weiden;50858;30705;94;14;20;1;19;2;20
1997;Lessingstr.;401;Ehrenfeld;50825;40122;95;15;22;7;63;2;72
5072;Lessingstr. (Rodenkirchen);208;Rodenkirchen;50996;20806;94;13;14;1;7;4;18
5071;Lessingstr. (Weiden);307;Weiden;50858;30704;94;14;20;1;65;2;52
5071;Lessingstr. (Weiden);307;Weiden;50858;30703;94;14;20;67;97;62;72
5073;Letterhausstr.;606;Pesch;50767;60606;95;16;28;1;21;;
1998;Leuchterstr.;907;Dünnwald;51069;90707;101;19;38;11;45;;
1998;Leuchterstr.;907;Dünnwald;51069;90706;101;19;38;55;131;2;128
1998;Leuchterstr.;907;Dünnwald;51069;90709;101;19;38;135;193;;
1998;Leuchterstr.;907;Dünnwald;51069;90708;101;19;38;203;221;132;196
5075;Leuschhofgasse;707;Urbach;51145;70707;93;17;9;5;7;2;22
1999;Leuthenstr.;505;Weidenpesch;50737;50504;95;16;34;1;15;2;8
1999;Leuthenstr.;505;Weidenpesch;50735;50504;95;16;34;19;25;;
2000;Leverkusener Str.;909;Flittard;51061;90903;101;19;37;;;2;2
3954;Lew-Kopelew-Weg;302;Sülz;50935;30233;94;14;17;;;;
2001;Leybergstr.;302;Sülz;50939;30201;94;14;16;1;1;2;18
2001;Leybergstr.;302;Sülz;50939;30202;94;14;16;;;20;20
2002;Leyboldstr.;202;Marienburg;50968;20204;94;13;12;1;19a;2;44
2002;Leyboldstr.;202;Marienburg;50968;20203;94;13;12;21;33;50;68
2003;Leyendeckerstr.;401;Ehrenfeld;50825;40119;95;15;24;1;65;2;8
2003;Leyendeckerstr.;401;Ehrenfeld;50825;40120;95;15;24;67a;115;10;44
2004;Leystapelwerft;103;Altstadt/Nord;50676;10304;93;18;4;;;;
5797;Libellenweg;711;Wahn;51147;71106;93;17;10;1;15;2;28
2005;Liblarer Str.;204;Raderthal;50968;20402;94;13;12;1;19;;
2005;Liblarer Str.;204;Raderthal;50968;20404;94;13;12;;;2;20
6035;Liburer Landstr.;713;Libur;51147;71301;93;17;10;45;45;;
5079;Liburer Str. (Libur);713;Libur;51147;71301;93;17;10;1;75;2;32
2006;Lichhof;101;Altstadt/Süd;50676;10120;94;13;6;1;5;2;18
5080;Lichpfad;707;Urbach;51145;70707;93;17;9;1;11;2;8
2007;Lichtenbergstr.;402;Neuehrenfeld;50825;40214;95;15;23;;;2;10
2008;Lichtstr.;401;Ehrenfeld;50825;40102;95;15;22;15;49;2;68
2009;Liebelerweg;907;Dünnwald;51069;90702;101;19;38;1;31;2;20
2010;Liebermannstr.;305;Müngersdorf;50933;30504;94;14;20;1;19;2;12
2011;Liebigstr.;402;Neuehrenfeld;50823;40207;95;15;23;1;51;24;116a
2011;Liebigstr.;402;Neuehrenfeld;50823;40204;95;15;23;145;233;118;232
2011;Liebigstr.;507;Bilderstöckchen;50739;50709;95;15;31;235;257;236;256
5082;Liebigstr. (Weiden);307;Weiden;50859;30707;94;14;21;1;13;2;28
2012;Liedbergweg;907;Dünnwald;51069;90701;101;19;38;1;35;2;36
5084;Liegnitzer Str.;707;Urbach;51145;70701;93;17;9;21;33;2;32
2013;Liegnitzstr.;505;Weidenpesch;50737;50502;95;16;34;1;7;2;2
2014;Lieserstr.;302;Sülz;50937;30218;94;14;17;1;5;2;8
2015;Lievergesberg;612;Worringen;50769;61205;95;16;29;1a;107;2;118
6073;Ligusterweg;608;Volkhoven/Weiler;50765;60801;95;16;26;1;15;2;14
2016;Liliencronstr.;303;Lindenthal;50931;30305;94;14;18;;;2;8
2017;Lilienthalstr.;802;Kalk;51103;80203;93;18;42;5;13;10;34
5085;Lilienweg;714;Zündorf;51143;71412;93;17;11;1;49;2;56
3492;Liller Str.;609;Chorweiler;50765;60901;95;16;27;7;7;2;2
2018;Limbachstr.;803;Vingst;51107;80301;93;18;43;;;;
2019;Limburger Str.;104;Neustadt/Nord;50672;10401;93;18;4;1;39;2;26
2020;Limmatstr.;908;Stammheim;51061;90801;101;19;37;1;9;2;10
5914;Lina-Bommer-Weg;704;Gremberghoven;51149;70401;93;17;8;1;7;4;6
2021;Lindauer Str.;303;Lindenthal;50935;30316;94;14;18;1;73;;
5939;Lindelaufstr.;906;Höhenhaus;51061;90610;101;19;38;1;41;2;60
2022;Lindemannstr.;506;Longerich;50737;50608;95;16;30;1;17;2;30
2023;Lindenallee;202;Marienburg;50968;20203;94;13;12;1;43k;2;70
2023;Lindenallee;202;Marienburg;50968;20204;94;13;12;45;61;76;92
2024;Lindenbornstr.;401;Ehrenfeld;50823;40103;95;15;22;1;21;16;32
2025;Lindenburger Allee;303;Lindenthal;50931;30310;94;14;18;1;21;2;44
2026;Lindenhof;303;Lindenthal;50937;30303;94;14;18;3;13;4;14
2027;Lindenstr.;102;Neustadt/Süd;50674;10231;94;13;3;1;63;;
2027;Lindenstr.;102;Neustadt/Süd;50674;10232;94;13;3;65;99;2;94
5086;Lindenstr. (Auweiler);607;Esch/Auweiler;50765;60701;95;16;28;1;23;2;8
2028;Lindenthalgürtel;303;Lindenthal;50935;30301;94;14;18;1a;29;2;46
2028;Lindenthalgürtel;303;Lindenthal;50935;30313;94;14;18;31;51;48;58
2028;Lindenthalgürtel;303;Lindenthal;50935;30312;94;14;18;55;77;58a;84
2028;Lindenthalgürtel;303;Lindenthal;50935;30311;94;14;18;81;105;92;102
5089;Lindenweg (Hochkirchen);206;Rondorf;50997;20609;94;13;15;17;45a;10;62
5088;Lindenweg (Junkersdorf);306;Junkersdorf;50858;30602;94;14;20;;;2;24
5090;Linder Höhe;712;Lind;51147;71201;93;17;10;1a;11a;4;10
5092;Linder Mauspfad;712;Lind;51147;71201;93;17;10;1;115;;
5092;Linder Mauspfad;712;Lind;51147;71202;93;17;10;117;129a;;
5092;Linder Mauspfad;710;Wahnheide;51147;71007;93;17;10;139;191;;
5092;Linder Mauspfad;710;Wahnheide;51147;71004;93;17;10;195;221;;
5093;Linder Weg;710;Wahnheide;51147;71004;93;17;10;;;2;4
5093;Linder Weg;710;Wahnheide;51147;71007;93;17;10;7;69;8;78
5093;Linder Weg;712;Lind;51147;71202;93;17;10;77;99;86;98
5093;Linder Weg;712;Lind;51147;71204;93;17;10;105;127;100;122
2029;Lindlarer Str.;807;Brück;51109;80702;93;17;41;1;43;2;30
2030;Lindweilerweg;506;Longerich;50739;50614;95;16;30;117;119;88;156
2032;Linnicher Str.;305;Müngersdorf;50933;30503;94;14;19;45;77;48;66
2033;Lintgasse;103;Altstadt/Nord;50667;10305;93;18;4;1;29;4;28
2034;Linzer Str.;302;Sülz;50939;30204;94;14;16;21;57;;
2034;Linzer Str.;302;Sülz;50939;30202;94;14;16;;;34;60
2035;Lipizzaner Str.;504;Niehl;50735;50414;95;16;34;1;11;2;16
2036;Lippeweg;906;Höhenhaus;51061;90602;101;19;38;1;23;2;24
2036;Lippeweg;906;Höhenhaus;51061;90601;101;19;38;25;95;40;82
3775;Lis-Böhle-Park;501;Nippes;50733;50123;95;15;33;;;;
5989;Lise-Meitner-Ring;305;Müngersdorf;50933;30506;94;14;20;;;2;2
5989;Lise-Meitner-Ring;308;Lövenich;50859;30808;94;14;21;;;;
5989;Lise-Meitner-Ring;309;Widdersdorf;50859;30901;94;14;21;;;;
5096;Lisztstr.;208;Rodenkirchen;50999;20814;94;13;14;3;15;4;20
3493;Liverpooler Platz;609;Chorweiler;50765;60901;95;16;27;1;19;;
5973;Livlandstr.;704;Gremberghoven;51149;70401;93;17;8;;;;
2037;Lobensteiner Weg;804;Höhenberg;51103;80403;93;18;44;1;9;2;12
2038;Lobositzstr.;505;Weidenpesch;50737;50504;95;16;34;1;15;2;16
2039;Lochnerstr.;102;Neustadt/Süd;50674;10226;94;13;3;1;17;4;22
3473;Lochumer Weg;605;Lindweiler;50767;60502;95;16;28;1;5;2;24
2041;Loestr.;802;Kalk;51103;80203;93;18;42;1;19;2;18
2045;Lohmarer Str.;801;Humboldt/Gremberg;51105;80107;93;18;43;1;15;2;12
2046;Lohmühlenstr.;901;Mülheim;51063;90104;101;19;36;;;2;20
2047;Lohmüllerstr.;506;Longerich;50737;50608;95;16;30;1;35;;
2047;Lohmüllerstr.;506;Longerich;50737;50607;95;16;30;;;2;38
2048;Lohnskotter Weg;907;Dünnwald;51069;90704;101;19;38;1;21;;
2048;Lohnskotter Weg;907;Dünnwald;51069;90705;101;19;38;;;2;20
2049;Lohrbergstr.;301;Klettenberg;50939;30102;94;14;16;1;49;2;50
2050;Lohsestr.;501;Nippes;50733;50105;95;15;32;1;35;6;44
2050;Lohsestr.;501;Nippes;50733;50104;95;15;32;37;67;46;70
3928;Lokomotivstr.;501;Nippes;50733;50106;95;15;32;1;21;2;162
3494;Londoner Platz;609;Chorweiler;50765;60901;95;16;27;1;1;2;6
2051;Longericher Hauptstr.;506;Longerich;50739;50612;95;16;30;7;13;2;58
2051;Longericher Hauptstr.;506;Longerich;50739;50611;95;16;30;25;87;62;90
2051;Longericher Hauptstr.;506;Longerich;50739;50614;95;16;30;91;123;100;132
2052;Longericher Str.;507;Bilderstöckchen;50739;50705;95;15;31;1;37;2;28
2052;Longericher Str.;507;Bilderstöckchen;50739;50702;95;15;31;43;159;136;164
2052;Longericher Str.;507;Bilderstöckchen;50739;50701;95;15;31;173;239a;200;214
2052;Longericher Str.;506;Longerich;50739;50614;95;16;30;241;251;;
2052;Longericher Str.;506;Longerich;50739;50607;95;16;30;335;399;384;396
2052;Longericher Str.;506;Longerich;50739;50608;95;16;30;401;425;218;382a
2052;Longericher Str.;506;Longerich;50739;50608;95;16;30;;;402;462
2052;Longericher Str.;506;Longerich;50739;50613;95;16;30;427;543;532;546
5100;Longericher Str. (Pesch);606;Pesch;50767;60603;95;16;28;1;45;2;42
5097;Lönsstr.;307;Weiden;50858;30705;94;14;20;1;37;2;32
2053;Looper Weg;807;Brück;51109;80701;93;17;41;1;3;2;4
5101;Loorweg;715;Langel;51143;71503;93;17;11;9;87;2;94
5101;Loorweg;714;Zündorf;51143;71402;93;17;11;101;187;;
5101;Loorweg;714;Zündorf;51143;71401;93;17;11;;;140;204
2054;Loreleystr.;102;Neustadt/Süd;50677;10211;94;13;2;1;7;;
2054;Loreleystr.;102;Neustadt/Süd;50677;10212;94;13;2;;;2;28
2055;Lorenzstr.;105;Deutz;50679;10510;93;18;6;1;27;2;30
2040;Lörracher Str.;805;Ostheim;51107;80504;93;18;45;1;13;2;8
2056;Lortzingplatz;303;Lindenthal;50931;30323;94;14;18;1;17;;
2057;Lortzingstr.;303;Lindenthal;50931;30324;94;14;19;1;35;4;60
2057;Lortzingstr.;303;Lindenthal;50931;30326;94;14;19;45;51;70;72
2058;Losheimer Str.;304;Braunsfeld;50933;30404;94;14;19;;;2;4
3600;Lößweg;305;Müngersdorf;50933;30506;94;14;20;1;13;4;12
2059;Lotharstr.;302;Sülz;50937;30210;94;14;16;3;9;12;20
2059;Lotharstr.;302;Sülz;50937;30209;94;14;16;;;30;40
2060;Lothringer Str.;102;Neustadt/Süd;50677;10215;94;13;2;1;45;2;24
2060;Lothringer Str.;102;Neustadt/Süd;50677;10218;94;13;2;49;49;32;38
2060;Lothringer Str.;102;Neustadt/Süd;50677;10217;94;13;2;57;119;40;78
5103;Lotosweg;210;Sürth;50999;21001;94;13;14;1;39;2;42
2061;Louis-Ferdinand-Str.;501;Nippes;50733;50113;95;15;32;1;9;2;8
2042;Lövenicher Weg;305;Müngersdorf;50933;30502;94;14;19;9;37;2;38
2062;Lovis-Corinth-Str.;305;Müngersdorf;50933;30504;94;14;20;11;19;10;16
2043;Löwenburgstr.;301;Klettenberg;50939;30103;94;14;16;1;39;2;36
2044;Löwengasse;101;Altstadt/Süd;50676;10101;94;13;1;1;17;;
6023;Löwenzahnweg;309;Widdersdorf;50859;30901;94;14;21;1;61;2;62
2070;Lübecker Str.;103;Altstadt/Nord;50668;10310;93;18;5;1;15;2;12
2070;Lübecker Str.;104;Neustadt/Nord;50670;10413;93;18;5;19;25;14;28
5114;Lübecker Str. (Weiden);307;Weiden;50858;30710;94;14;21;1;21;2;8
5104;Lucas-Cranach-Str.;208;Rodenkirchen;50999;20813;94;13;14;3;27;2;26
5105;Lucasstr.;710;Wahnheide;51147;71003;93;17;10;1;15;2;20
3985;Lückerather Str.;906;Höhenhaus;51061;90611;101;19;38;;;2;24
2071;Lüdenscheider Str.;806;Merheim;51109;80606;93;17;44;1;1;2;30
2072;Lüderichstr.;801;Humboldt/Gremberg;51105;80107;93;18;43;1;39;2;50
2063;Ludolf-Camphausen-Str.;104;Neustadt/Nord;50672;10405;93;18;4;37;41;6;36
2064;Ludwig-Aschoff-Str.;908;Stammheim;51061;90805;101;19;37;1;5;2;20
2065;Ludwig-Gies-Str.;603;Seeberg;50769;60305;95;16;26;1;11;2;20
3574;Ludwig-Heinrich-Str.;608;Volkhoven/Weiler;50765;60801;95;16;26;1;115;2;124
5109;Ludwig-Jahn-Str. (Meschenich);213;Meschenich;50997;21304;94;13;15;1;9;4;20a
5108;Ludwig-Jahn-Str. (Weiden);307;Weiden;50858;30703;94;14;20;3;27;2;74
5108;Ludwig-Jahn-Str. (Weiden);306;Junkersdorf;50858;30601;94;14;20;;;82;86
2066;Ludwig-Quidde-Platz;809;Neubrück;51109;80901;93;18;45;1;49;2;28
5110;Ludwig-Richter-Str.;208;Rodenkirchen;50999;20813;94;13;14;1;9a;2;10
3610;Ludwig-Ronig-Str.;805;Ostheim;51107;80507;93;18;45;;;2;10
3610;Ludwig-Ronig-Str.;805;Ostheim;51107;80506;93;18;45;13;27;12;36
2067;Ludwigsburger Str.;507;Bilderstöckchen;50739;50708;95;15;31;1;23;2;18
5933;Ludwig-Schneider-Str.;711;Wahn;51147;71104;93;17;10;1;27;2;40
2068;Ludwigshafer Str.;507;Bilderstöckchen;50739;50703;95;15;31;1;21;2;28
2069;Ludwigstr.;103;Altstadt/Nord;50667;10304;93;18;4;1;33;2;8
5112;Ludwigstr. (Eil);705;Eil;51145;70504;93;17;8;1;65;;
5112;Ludwigstr. (Eil);705;Eil;51145;70503;93;17;8;;;2;22
5113;Ludwigstr. (Weiß);209;Weiß;50999;20901;94;13;14;;;2;20
6114;Luftschiff-Platz;501;Nippes;50733;50118;95;15;32;1;33;2;66
2081;Luisenstr.;105;Deutz;50679;10503;93;18;6;1;13;2;20
5117;Luisenweg;703;Ensen;51149;70301;93;17;7;1;1;2;8
2082;Luise-Rehling-Str.;809;Neubrück;51109;80906;93;18;45;1;35;2;38
2083;Lukasstr.;402;Neuehrenfeld;50823;40203;95;15;23;;;2;34
5115;Lülsdorfer Str.;715;Langel;51143;71502;93;17;11;29;59;38;70
5115;Lülsdorfer Str.;715;Langel;51143;71501;93;17;11;63;111a;74;128
5115;Lülsdorfer Str.;715;Langel;51143;71504;93;17;11;117;169;134;228a
5115;Lülsdorfer Str.;715;Langel;51143;71503;93;17;11;175;241;230;236
2074;Lülsdorffstr.;901;Mülheim;51063;90106;101;19;36;1;23;;
2084;Lungengasse;101;Altstadt/Süd;50676;10119;94;13;1;9;35;2;50
2085;Lupinenweg;905;Dellbrück;51069;90501;101;19;39;29;29;2;32
2086;Lupusstr.;104;Neustadt/Nord;50670;10421;93;18;5;1;45;2;38
2087;Lustheider Str.;803;Vingst;51103;80304;93;18;43;1;47;8;54
5118;Lutherstr.;309;Widdersdorf;50859;30904;94;14;21;1;11;;
2075;Lütticher Str.;104;Neustadt/Nord;50674;10404;93;18;4;1;69;54;74
2075;Lütticher Str.;104;Neustadt/Nord;50674;10403;93;18;4;;;2;52
5116;Lütticher Str. (Porz);716;Finkenberg;51149;71601;93;17;8;;;2;64
2076;Lüttringhauser Str.;802;Kalk;51103;80201;93;18;42;1;59;2;64
2077;Lützenkircher Weg;906;Höhenhaus;51061;90603;101;19;38;13;63;2;48
2078;Lützerathstr.;808;Rath/Heumar;51107;80808;93;17;41;3;57;2;44a
2078;Lützerathstr.;808;Rath/Heumar;51107;80803;93;17;41;;;66;188
2078;Lützerathstr.;808;Rath/Heumar;51107;80804;93;17;41;77;189;190;190
2079;Lützlongericher Str.;506;Longerich;50739;50614;95;16;30;23;77;2;66
2080;Lützowstr.;102;Neustadt/Süd;50674;10233;94;13;3;1;41;2;26
2088;Luxemburger Str.;102;Neustadt/Süd;50674;10223;94;13;3;5;43;2;32
2088;Luxemburger Str.;102;Neustadt/Süd;50674;10224;94;13;3;;;34;44
2088;Luxemburger Str.;102;Neustadt/Süd;50674;10221;94;13;2;45;83;90;90
2088;Luxemburger Str.;102;Neustadt/Süd;50674;10222;94;13;2;;;46;88
2088;Luxemburger Str.;302;Sülz;50939;30205;94;14;16;93;179;116;120
2088;Luxemburger Str.;302;Sülz;50939;30206;94;14;16;;;124;136
2088;Luxemburger Str.;302;Sülz;50937;30207;94;14;16;;;150;204
2088;Luxemburger Str.;302;Sülz;50939;30207;94;14;16;181;199;;
2088;Luxemburger Str.;302;Sülz;50939;30201;94;14;16;201;201;;
2088;Luxemburger Str.;302;Sülz;50937;30210;94;14;16;;;206;248
2088;Luxemburger Str.;302;Sülz;50939;30210;94;14;16;245;269;;
2088;Luxemburger Str.;301;Klettenberg;50937;30110;94;14;16;;;250;294
2088;Luxemburger Str.;301;Klettenberg;50939;30110;94;14;16;269a;319a;;
2088;Luxemburger Str.;301;Klettenberg;50937;30105;94;14;16;;;296;326
2088;Luxemburger Str.;301;Klettenberg;50939;30105;94;14;16;321;347;;
2088;Luxemburger Str.;301;Klettenberg;50937;30102;94;14;16;;;328;366
2088;Luxemburger Str.;301;Klettenberg;50939;30102;94;14;16;349;351;;
2088;Luxemburger Str.;301;Klettenberg;50937;30101;94;14;16;;;374;426
2088;Luxemburger Str.;301;Klettenberg;50939;30101;94;14;16;429;469a;;
5119;Luxemburger Str. (Porz);716;Finkenberg;51149;71601;93;17;8;;;2;58
2089;Luxemburger Wall;102;Neustadt/Süd;50674;10222;94;13;2;;;2;12
2089;Luxemburger Wall;102;Neustadt/Süd;50674;10221;94;13;2;15;15;;
2090;Luzerner Weg;901;Mülheim;51063;90122;101;19;37;1;19;2;72
3495;Lyoner Passage;609;Chorweiler;50765;60902;95;16;27;1;5;2;14
5122;Maarhäuser Weg;704;Gremberghoven;51149;70401;93;17;8;1;1;2;2
5123;Maarstr. (Heumar);808;Rath/Heumar;51107;80810;93;17;41;1;13;2;22
5124;Maarstr. (Junkersdorf);306;Junkersdorf;50858;30605;94;14;20;1;29;2;24
2091;Maarweg;304;Braunsfeld;50933;30405;94;14;19;1;25;10;70
2091;Maarweg;304;Braunsfeld;50933;30401;94;14;19;27;39;76;100
2091;Maarweg;401;Ehrenfeld;50825;40102;95;15;22;133;265;102;154
2091;Maarweg;401;Ehrenfeld;50825;40101;95;15;24;271;271;172;172
2092;Maastrichter Str.;104;Neustadt/Nord;50672;10401;93;18;4;3;55;2;46
2093;Machabäerstr.;103;Altstadt/Nord;50668;10306;93;18;4;1;73;;
2093;Machabäerstr.;103;Altstadt/Nord;50668;10307;93;18;4;;;24;70
3572;Madausstr.;806;Merheim;51109;80605;93;17;44;1;7;2;6
2094;Madenburgweg;507;Bilderstöckchen;50739;50704;95;15;31;;;2;2
5128;Magazinstr.;710;Wahnheide;51147;71005;93;17;10;1;81a;28;58
5128;Magazinstr.;710;Wahnheide;51147;71004;93;17;10;;;4;24a
5128;Magazinstr.;710;Wahnheide;51147;71003;93;17;10;;;72;72
5128;Magazinstr.;710;Wahnheide;51147;71002;93;17;10;91;111;118;138
2097;Magnolienweg;603;Seeberg;50769;60303;95;16;26;1;53;2;68
2098;Magnusstr.;103;Altstadt/Nord;50672;10303;93;18;4;3;13;12;18a
2098;Magnusstr.;103;Altstadt/Nord;50672;10301;93;18;4;;;20;20
2099;Mahagonipfad;604;Heimersdorf;50767;60404;95;16;26;1;35;2;26a
2100;Maiblumenweg;906;Höhenhaus;51061;90612;101;19;38;1;19;;
2100;Maiblumenweg;906;Höhenhaus;51061;90613;101;19;38;;;2;20
2101;Maifischgasse;701;Poll;51105;70106;93;17;7;;;2;2
2101;Maifischgasse;701;Poll;51105;70105;93;17;7;9;9;;
2102;Maiglöckchenweg;603;Seeberg;50769;60302;95;16;26;1;19;2;16
3496;Mailänder Passage;609;Chorweiler;50765;60901;95;16;27;1;83;8;68
2103;Mainaustr.;901;Mülheim;51063;90105;101;19;36;3;27;4;14
5130;Mainstr. (Lövenich);308;Lövenich;50859;30805;94;14;21;1;27;2;36
5131;Mainstr. (Rodenkirchen);208;Rodenkirchen;50996;20808;94;13;14;5;25;6;28
5131;Mainstr. (Rodenkirchen);208;Rodenkirchen;50996;20811;94;13;14;43;75;30;76
5129;Mainstr. (Westhoven);702;Westhoven;51149;70201;93;17;7;5;55;2;54
2104;Mainweg;906;Höhenhaus;51061;90608;101;19;38;1;5;2;6
2104;Mainweg;906;Höhenhaus;51061;90609;101;19;38;7;65;8;80
2104;Mainweg;906;Höhenhaus;51061;90611;101;19;38;79;87;80a;92
2105;Mainzer Str.;102;Neustadt/Süd;50678;10203;94;13;2;1;37;16;38
2105;Mainzer Str.;102;Neustadt/Süd;50678;10206;94;13;2;39;77;52;84
3604;Maisweg;305;Müngersdorf;50933;30507;94;14;20;1;13;2;20
3674;Malbergstr.;610;Blumenberg;50765;61003;95;16;27;1;61;2;60
2106;Maler-Bock-Gäßchen;101;Altstadt/Süd;50678;10108;94;13;1;;;2;2a
6118;Malerweg;209;Weiß;50999;20901;94;13;14;;;;
2107;Malmedyer Str.;305;Müngersdorf;50933;30503;94;14;19;1;29;2;18
2108;Malteserstr.;903;Buchheim;51065;90305;101;19;35;7;25;2;32
5133;Malteserstr. (Lövenich);308;Lövenich;50859;30807;94;14;21;1;89;2;90
2109;Malvenweg;906;Höhenhaus;51061;90607;101;19;38;1;69;;
2109;Malvenweg;906;Höhenhaus;51061;90606;101;19;38;;;2;38
2110;Mandelbaumpfad;604;Heimersdorf;50767;60404;95;16;26;1;47;2;32
2111;Manderscheider Platz;302;Sülz;50937;30211;94;14;17;;;4;16
2112;Manderscheider Str.;302;Sülz;50937;30212;94;14;17;1;9;2;14
2112;Manderscheider Str.;302;Sülz;50937;30211;94;14;17;23;37;;
2113;Manforter Str.;901;Mülheim;51063;90121;101;19;36;;;8a;16
6007;Manfred-Faber-Weg;708;Elsdorf;51145;70801;93;17;9;1;29;2;44
5132;Mannesmannstr.;207;Hahnwald;50996;20701;94;13;15;1;5;2;10
2114;Mannheimer Str.;805;Ostheim;51107;80504;93;18;45;1;55;2;52a
2114;Mannheimer Str.;805;Ostheim;51107;80503;93;18;45;57;95;54;94
2115;Mannsfelder Str.;203;Raderberg;50968;20302;94;13;13;1;71;4;92
2116;Manstedter Weg;305;Müngersdorf;50933;30501;94;14;19;1;39;2;26
2117;Manteuffelstr.;802;Kalk;51103;80202;93;18;42;3;13;2;30
2118;Marathonweg;305;Müngersdorf;50933;30505;94;14;20;1;1;;
2119;Marbergweg;803;Vingst;51107;80303;93;18;43;1;137;2;90
2120;Marburger Str.;804;Höhenberg;51103;80406;93;18;44;1;5;2;4
3956;Marcel-Proust-Promenade;303;Lindenthal;50935;30319;94;14;18;;;10;10
2095;Märchenstr.;905;Dellbrück;51067;90522;101;19;39;1;57;2;102
3586;Marconistr.;601;Merkenich;50769;60102;95;16;29;1;27;2;38a
5134;Marderallee;308;Lövenich;50859;30808;94;14;21;1;23;2;24
2121;Marderweg;807;Brück;51109;80709;93;17;41;1;11;2;10
2122;Margaretastr.;406;Ossendorf;50827;40602;95;15;24;1;3c;;
2122;Margaretastr.;406;Ossendorf;50827;40601;95;15;24;5;63;2;66
5136;Margaretenstr.;713;Libur;51147;71301;93;17;10;3;61;6;82
3874;Margarete-Steiff-Weg;807;Brück;51109;80707;93;17;41;1;15;2;24
2123;Margarethenkloster;103;Altstadt/Nord;50667;10304;93;18;4;5;5;;
5137;Margeritenweg;210;Sürth;50999;21005;94;13;14;1;15;2;12
5138;Margueritenweg;306;Junkersdorf;50858;30603;94;14;20;1;71;2;24
2124;Maria-Ablaß-Platz;103;Altstadt/Nord;50668;10313;93;18;4;15;15;14;14
3906;Maria-Clementine-Martin-Platz;102;Neustadt/Süd;50678;10202;94;13;2;;;;
2125;Maria-Hilf-Str.;102;Neustadt/Süd;50677;10213;94;13;2;1;19;2;14
2126;Maria-Himmelfahrt-Str.;904;Holweide;51067;90412;101;19;40;1;7;2;10
2127;Mariawaldstr.;303;Lindenthal;50935;30301;94;14;18;1;11;2;18
3979;Marie-Curie-Str.;802;Kalk;51103;80208;93;18;42;;;2;10
6000;Marie-Hüllenkremer-Str.;308;Lövenich;50859;30808;94;14;21;1;61;16;32
2128;Marie-Juchacz-Str.;906;Höhenhaus;51061;90605;101;19;38;1;17;2;30
